venda_id;cliente_id;produto;preco;data
15740;5265;Telefone Fixo Ilimitado;20.76;2022-04-05
15741;5265;Net segura;272.32;2022-12-28
15742;5266;Internet 200 Mbps;59.84;2022-10-19
15743;5266;Pacote Integrado (TV, Internet, Telefone);109.04;2022-05-02
15744;5266;Pacote TV HD;31.24;2022-08-26
15745;5266;Cloud;275.23;2024-08-19
15746;5266;Pacote Mobile Empresarial;28.39;2022-08-10
15747;5267;Pacote Integrado (TV, Internet, Telefone);114.46;2023-06-04
15748;5268;Pacote Mobile Empresarial;16.13;2024-05-10
15749;5268;Net segura;113.94;2022-03-31
15750;5268;Internet 100 Mbps;48.29;2023-08-17
15751;5269;Pacote TV HD;39.5;2023-12-12
15752;5270;Cloud;378.0;2023-08-04
15753;5270;Internet 200 Mbps;62.93;2023-04-27
15754;5270;Pacote Integrado (TV, Internet, Telefone);95.07;2024-08-05
15755;5270;Internet 200 Mbps;68.49;2022-11-30
15756;5270;Net segura;279.32;2023-04-16
15757;5271;Net segura;249.55;2023-10-06
15758;5271;Pacote TV HD;33.95;2022-05-21
15759;5272;Pacote Integrado (TV, Internet, Telefone);148.62;2023-11-24
15760;5272;Internet 100 Mbps;36.9;2024-08-19
15761;5272;Pacote TV HD;25.47;2025-01-25
15762;5272;Cloud;208.04;2024-06-07
15763;5272;Telefone Fixo Ilimitado;21.92;2023-03-04
15764;5273;Internet 100 Mbps;43.65;2024-05-22
15765;5273;Pacote TV HD;32.28;2023-09-20
15766;5273;Pacote TV HD;39.96;2022-04-09
15767;5273;Internet 200 Mbps;56.23;2023-06-02
15768;5274;Cloud;325.79;2023-06-15
15769;5275;Net segura;197.77;2023-07-24
15770;5276;Internet 200 Mbps;68.67;2022-11-27
15771;5276;Internet 200 Mbps;66.17;2023-08-01
15772;5277;Pacote Integrado (TV, Internet, Telefone);109.86;2024-07-12
15773;5277;Cloud;420.26;2022-09-01
15774;5277;Cloud;213.26;2024-10-10
15775;5277;Internet 200 Mbps;68.93;2023-10-03
15776;5277;Telefone Fixo Ilimitado;27.17;2023-06-10
15777;5278;Net segura;157.65;2022-01-13
15778;5279;Internet 200 Mbps;56.33;2022-08-14
15779;5280;Pacote TV HD;39.69;2024-12-17
15780;5281;Telefone Fixo Ilimitado;24.1;2022-07-25
15781;5281;Pacote Integrado (TV, Internet, Telefone);117.31;2022-03-12
15782;5281;Pacote Integrado (TV, Internet, Telefone);124.38;2022-08-04
15783;5281;Pacote Mobile Empresarial;28.34;2024-03-08
15784;5282;Pacote TV HD;33.48;2022-02-13
15785;5282;Cloud;387.47;2024-09-11
15786;5282;Pacote Mobile Empresarial;16.43;2023-12-11
15787;5283;Net segura;267.99;2025-01-04
15788;5283;Net segura;188.28;2023-09-11
15789;5283;Cloud;466.92;2025-01-19
15790;5283;Pacote TV HD;36.82;2022-05-31
15791;5284;Telefone Fixo Ilimitado;21.75;2023-02-21
15792;5284;Cloud;285.19;2024-01-31
15793;5284;Internet 200 Mbps;51.7;2024-04-07
15794;5285;Cloud;237.88;2022-07-05
15795;5286;Internet 100 Mbps;43.45;2022-09-16
15796;5286;Cloud;490.0;2024-08-23
15797;5286;Internet 200 Mbps;52.17;2022-01-01
15798;5286;Telefone Fixo Ilimitado;20.98;2022-01-13
15799;5287;Pacote Integrado (TV, Internet, Telefone);110.84;2023-01-11
15800;5288;Pacote TV HD;30.22;2023-01-13
15801;5289;Pacote Integrado (TV, Internet, Telefone);112.88;2022-07-06
15802;5289;Cloud;366.82;2023-04-28
15803;5289;Net segura;278.93;2024-12-24
15804;5289;Pacote Mobile Empresarial;15.26;2022-10-25
15805;5289;Pacote Integrado (TV, Internet, Telefone);106.12;2024-01-26
15806;5290;Telefone Fixo Ilimitado;28.39;2022-09-11
15807;5290;Internet 200 Mbps;58.51;2022-04-30
15808;5291;Pacote Mobile Empresarial;18.73;2024-04-06
15809;5291;Cloud;339.04;2024-03-06
15810;5291;Pacote Mobile Empresarial;16.45;2023-06-01
15811;5291;Net segura;294.42;2022-04-09
15812;5291;Net segura;238.31;2024-07-04
15813;5292;Pacote TV HD;30.19;2023-10-03
15814;5292;Cloud;249.31;2023-07-15
15815;5292;Pacote Mobile Empresarial;20.07;2022-02-11
15816;5293;Telefone Fixo Ilimitado;25.11;2024-11-30
15817;5293;Pacote Integrado (TV, Internet, Telefone);140.85;2023-07-24
15818;5293;Internet 100 Mbps;33.62;2024-12-08
15819;5294;Cloud;386.99;2024-12-30
15820;5294;Pacote TV HD;30.96;2022-06-03
15821;5295;Net segura;231.81;2023-07-07
15822;5295;Pacote TV HD;28.24;2024-03-29
15823;5295;Pacote Integrado (TV, Internet, Telefone);84.5;2023-04-24
15824;5295;Internet 200 Mbps;54.53;2022-07-11
15825;5295;Internet 100 Mbps;44.79;2022-05-07
15826;5296;Net segura;255.54;2022-08-07
15827;5296;Cloud;361.69;2022-12-25
15828;5296;Pacote TV HD;32.33;2022-02-17
15829;5296;Internet 100 Mbps;31.3;2024-07-18
15830;5297;Net segura;266.94;2023-02-11
15831;5297;Pacote Integrado (TV, Internet, Telefone);124.95;2025-01-01
15832;5298;Pacote TV HD;31.06;2023-12-22
15833;5299;Net segura;275.52;2024-05-19
15834;5299;Pacote TV HD;25.94;2023-01-19
15835;5299;Pacote TV HD;28.06;2023-06-23
15836;5300;Pacote Integrado (TV, Internet, Telefone);118.51;2023-05-13
15837;5300;Net segura;239.58;2023-11-11
15838;5300;Pacote Integrado (TV, Internet, Telefone);106.45;2024-06-30
15839;5301;Telefone Fixo Ilimitado;27.08;2024-09-18
15840;5302;Cloud;335.88;2023-12-06
15841;5302;Internet 200 Mbps;50.16;2024-12-31
15842;5303;Telefone Fixo Ilimitado;22.91;2023-11-09
15843;5304;Cloud;334.68;2024-03-23
15844;5305;Pacote TV HD;26.94;2024-11-13
15845;5305;Pacote Mobile Empresarial;22.81;2024-10-07
15846;5305;Pacote Mobile Empresarial;21.44;2024-05-20
15847;5306;Telefone Fixo Ilimitado;28.74;2024-06-23
15848;5306;Telefone Fixo Ilimitado;21.18;2022-05-04
15849;5306;Telefone Fixo Ilimitado;22.01;2022-09-30
15850;5307;Pacote Integrado (TV, Internet, Telefone);143.78;2022-03-09
15851;5308;Pacote Mobile Empresarial;29.26;2023-10-09
15852;5308;Net segura;261.25;2023-02-27
15853;5308;Pacote Mobile Empresarial;20.14;2023-08-19
15854;5309;Pacote Mobile Empresarial;20.28;2022-07-18
15855;5309;Pacote Mobile Empresarial;28.49;2024-08-28
15856;5309;Pacote Integrado (TV, Internet, Telefone);149.26;2023-02-22
15857;5309;Pacote TV HD;39.93;2022-08-05
15858;5309;Pacote Mobile Empresarial;24.16;2023-04-25
15859;5310;Telefone Fixo Ilimitado;29.84;2024-04-08
15860;5310;Telefone Fixo Ilimitado;24.17;2023-05-17
15861;5311;Internet 200 Mbps;66.67;2022-08-20
15862;5311;Pacote Mobile Empresarial;20.42;2022-10-19
15863;5311;Internet 200 Mbps;53.72;2024-03-05
15864;5312;Internet 100 Mbps;38.41;2022-06-27
15865;5312;Net segura;163.78;2024-12-14
15866;5312;Cloud;307.69;2023-11-17
15867;5312;Pacote TV HD;29.14;2022-05-29
15868;5313;Internet 100 Mbps;45.47;2023-10-04
15869;5313;Pacote TV HD;36.88;2024-08-25
15870;5314;Cloud;436.64;2023-01-21
15871;5314;Pacote TV HD;28.15;2023-08-10
15872;5314;Net segura;148.37;2022-02-21
15873;5314;Pacote Integrado (TV, Internet, Telefone);118.19;2023-09-03
15874;5314;Internet 100 Mbps;36.7;2023-12-16
15875;5315;Net segura;157.91;2022-11-15
15876;5316;Telefone Fixo Ilimitado;24.88;2024-02-07
15877;5316;Pacote Integrado (TV, Internet, Telefone);107.53;2024-05-13
15878;5316;Internet 100 Mbps;33.24;2024-04-30
15879;5317;Internet 100 Mbps;49.84;2025-01-22
15880;5317;Internet 100 Mbps;35.22;2023-03-16
15881;5318;Pacote TV HD;28.19;2023-03-04
15882;5319;Net segura;256.88;2024-07-18
15883;5319;Pacote Mobile Empresarial;29.72;2023-02-13
15884;5319;Pacote TV HD;25.7;2022-02-28
15885;5319;Telefone Fixo Ilimitado;24.13;2022-08-11
15886;5320;Net segura;232.06;2024-08-01
15887;5320;Net segura;123.76;2024-08-18
15888;5320;Net segura;293.7;2023-05-02
15889;5320;Telefone Fixo Ilimitado;27.68;2024-05-29
15890;5320;Pacote TV HD;27.0;2024-01-18
15891;5321;Pacote Integrado (TV, Internet, Telefone);146.73;2023-02-21
15892;5321;Pacote Mobile Empresarial;26.59;2023-05-05
15893;5321;Pacote TV HD;32.01;2022-03-09
15894;5322;Pacote Mobile Empresarial;25.85;2022-10-28
15895;5322;Pacote Mobile Empresarial;15.8;2022-07-29
15896;5322;Net segura;184.09;2023-02-26
15897;5322;Pacote TV HD;26.14;2022-06-17
15898;5323;Internet 200 Mbps;57.94;2022-12-10
15899;5323;Cloud;496.03;2024-10-30
15900;5323;Pacote Integrado (TV, Internet, Telefone);141.51;2024-10-01
15901;5324;Pacote TV HD;31.68;2022-04-22
15902;5324;Pacote Integrado (TV, Internet, Telefone);99.03;2024-03-04
15903;5324;Pacote Mobile Empresarial;26.59;2023-11-01
15904;5324;Pacote TV HD;31.89;2022-10-17
15905;5324;Internet 200 Mbps;58.47;2024-03-04
15906;5325;Pacote TV HD;29.32;2023-01-29
15907;5325;Pacote Mobile Empresarial;24.98;2023-11-24
15908;5325;Pacote Mobile Empresarial;26.76;2024-09-10
15909;5325;Internet 200 Mbps;50.85;2023-10-14
15910;5326;Pacote Mobile Empresarial;15.81;2024-12-05
15911;5327;Net segura;177.31;2023-11-17
15912;5327;Internet 200 Mbps;65.68;2024-08-09
15913;5327;Internet 100 Mbps;48.31;2024-01-08
15914;5327;Net segura;156.66;2023-06-19
15915;5328;Net segura;227.77;2024-01-16
15916;5328;Internet 200 Mbps;68.98;2022-05-21
15917;5329;Pacote Integrado (TV, Internet, Telefone);134.28;2023-10-29
15918;5329;Pacote Integrado (TV, Internet, Telefone);123.91;2022-06-18
15919;5329;Telefone Fixo Ilimitado;26.76;2022-07-23
15920;5329;Pacote Integrado (TV, Internet, Telefone);106.99;2023-11-04
15921;5329;Net segura;235.44;2022-02-13
15922;5330;Internet 200 Mbps;52.43;2022-12-06
15923;5331;Cloud;408.58;2022-01-20
15924;5331;Telefone Fixo Ilimitado;26.53;2023-04-27
15925;5332;Internet 200 Mbps;63.09;2022-05-31
15926;5332;Pacote Mobile Empresarial;27.01;2022-07-13
15927;5332;Net segura;189.1;2024-05-13
15928;5333;Pacote TV HD;33.2;2023-05-22
15929;5333;Net segura;284.64;2024-05-29
15930;5333;Internet 100 Mbps;34.89;2024-09-07
15931;5333;Pacote TV HD;33.21;2023-06-16
15932;5333;Cloud;314.37;2023-06-13
15933;5334;Cloud;464.76;2022-09-12
15934;5335;Telefone Fixo Ilimitado;27.84;2024-10-12
15935;5336;Net segura;201.54;2023-02-03
15936;5336;Net segura;237.55;2022-05-30
15937;5336;Pacote TV HD;34.05;2024-05-27
15938;5336;Internet 100 Mbps;39.38;2022-04-15
15939;5336;Internet 200 Mbps;53.87;2022-12-06
15940;5337;Telefone Fixo Ilimitado;28.87;2023-06-13
15941;5337;Pacote Mobile Empresarial;22.24;2023-09-23
15942;5338;Pacote Integrado (TV, Internet, Telefone);90.02;2024-10-20
15943;5338;Internet 100 Mbps;40.95;2024-09-07
15944;5339;Net segura;169.96;2024-09-18
15945;5340;Pacote TV HD;37.19;2023-11-15
15946;5341;Telefone Fixo Ilimitado;29.5;2024-05-05
15947;5341;Telefone Fixo Ilimitado;27.86;2025-01-12
15948;5341;Net segura;128.03;2024-01-07
15949;5341;Cloud;413.22;2024-09-03
15950;5341;Cloud;366.94;2022-03-31
15951;5342;Pacote Mobile Empresarial;23.39;2023-09-07
15952;5342;Pacote TV HD;28.42;2024-09-13
15953;5343;Telefone Fixo Ilimitado;25.96;2024-10-19
15954;5343;Internet 200 Mbps;53.87;2023-02-16
15955;5344;Telefone Fixo Ilimitado;29.62;2024-11-29
15956;5344;Telefone Fixo Ilimitado;27.44;2023-09-22
15957;5344;Net segura;214.95;2024-11-11
15958;5344;Cloud;323.55;2024-09-26
15959;5345;Net segura;282.8;2023-04-09
15960;5345;Telefone Fixo Ilimitado;24.97;2022-06-07
15961;5346;Telefone Fixo Ilimitado;20.56;2024-01-24
15962;5347;Cloud;387.07;2022-12-21
15963;5348;Internet 100 Mbps;31.97;2025-01-31
15964;5348;Net segura;261.02;2024-05-13
15965;5348;Telefone Fixo Ilimitado;23.05;2022-09-04
15966;5348;Telefone Fixo Ilimitado;20.59;2023-02-17
15967;5348;Pacote Integrado (TV, Internet, Telefone);101.87;2022-02-09
15968;5349;Internet 100 Mbps;48.93;2023-10-22
15969;5349;Internet 200 Mbps;61.13;2022-08-19
15970;5349;Net segura;227.56;2024-12-28
15971;5349;Pacote Mobile Empresarial;29.62;2024-06-13
15972;5349;Telefone Fixo Ilimitado;26.13;2024-06-09
15973;5350;Pacote Integrado (TV, Internet, Telefone);110.84;2023-01-01
15974;5351;Internet 100 Mbps;31.46;2023-10-01
15975;5351;Internet 100 Mbps;38.67;2022-01-22
15976;5351;Internet 200 Mbps;60.33;2022-04-16
15977;5351;Net segura;112.79;2022-08-10
15978;5352;Pacote Integrado (TV, Internet, Telefone);114.6;2024-01-17
15979;5352;Net segura;111.95;2024-10-04
15980;5352;Pacote TV HD;36.81;2023-11-01
15981;5353;Internet 100 Mbps;46.24;2023-10-05
15982;5353;Pacote Mobile Empresarial;20.83;2024-12-25
15983;5353;Pacote Mobile Empresarial;22.83;2022-12-31
15984;5353;Pacote Integrado (TV, Internet, Telefone);124.63;2024-12-02
15985;5354;Internet 200 Mbps;58.67;2022-05-19
15986;5354;Net segura;256.64;2022-04-11
15987;5355;Telefone Fixo Ilimitado;26.56;2025-01-18
15988;5355;Net segura;226.95;2022-04-17
15989;5356;Net segura;207.18;2023-02-18
15990;5356;Telefone Fixo Ilimitado;29.3;2024-11-12
15991;5356;Pacote TV HD;34.68;2022-01-06
15992;5356;Internet 200 Mbps;56.29;2023-10-24
15993;5356;Internet 200 Mbps;66.52;2023-03-13
15994;5357;Internet 200 Mbps;54.53;2024-11-05
15995;5358;Pacote Integrado (TV, Internet, Telefone);129.15;2024-02-07
15996;5358;Pacote Mobile Empresarial;18.14;2024-06-30
15997;5358;Telefone Fixo Ilimitado;26.31;2023-04-22
15998;5358;Cloud;343.17;2022-06-10
15999;5358;Internet 100 Mbps;33.33;2024-02-17
16000;5359;Internet 100 Mbps;40.62;2022-02-06
16001;5359;Net segura;294.04;2024-08-07
16002;5359;Internet 200 Mbps;53.32;2022-07-21
16003;5359;Internet 200 Mbps;62.08;2024-07-21
16004;5360;Pacote Integrado (TV, Internet, Telefone);112.7;2023-06-21
16005;5360;Internet 100 Mbps;45.31;2022-04-25
16006;5360;Pacote Integrado (TV, Internet, Telefone);104.37;2022-07-01
16007;5360;Pacote Integrado (TV, Internet, Telefone);81.13;2022-05-16
16008;5360;Telefone Fixo Ilimitado;29.58;2022-04-10
16009;5361;Pacote Integrado (TV, Internet, Telefone);142.6;2023-01-25
16010;5361;Pacote Integrado (TV, Internet, Telefone);122.88;2022-04-03
16011;5361;Net segura;190.65;2022-04-23
16012;5362;Cloud;371.66;2023-11-30
16013;5362;Pacote Integrado (TV, Internet, Telefone);93.32;2024-12-11
16014;5363;Internet 100 Mbps;38.89;2024-11-01
16015;5364;Telefone Fixo Ilimitado;24.66;2024-06-13
16016;5364;Internet 200 Mbps;68.82;2024-08-03
16017;5364;Pacote TV HD;32.26;2022-02-07
16018;5364;Internet 200 Mbps;59.6;2024-05-28
16019;5364;Net segura;187.75;2022-11-12
16020;5365;Telefone Fixo Ilimitado;24.27;2024-03-26
16021;5365;Net segura;188.24;2023-11-19
16022;5365;Internet 100 Mbps;33.85;2024-12-06
16023;5365;Pacote Mobile Empresarial;23.93;2022-11-06
16024;5365;Internet 200 Mbps;62.73;2024-02-27
16025;5366;Internet 200 Mbps;63.58;2024-12-26
16026;5367;Pacote TV HD;28.05;2023-02-01
16027;5367;Internet 200 Mbps;69.7;2022-12-31
16028;5367;Internet 100 Mbps;42.35;2022-03-05
16029;5367;Pacote Mobile Empresarial;16.93;2023-11-28
16030;5367;Pacote Mobile Empresarial;26.32;2023-12-21
16031;5368;Pacote Integrado (TV, Internet, Telefone);100.19;2024-01-16
16032;5368;Pacote Mobile Empresarial;15.42;2022-10-22
16033;5369;Pacote Integrado (TV, Internet, Telefone);110.09;2024-09-12
16034;5369;Telefone Fixo Ilimitado;20.45;2024-02-05
16035;5370;Pacote TV HD;32.43;2022-11-01
16036;5371;Cloud;279.95;2024-10-01
16037;5371;Internet 200 Mbps;56.49;2024-05-14
16038;5372;Internet 100 Mbps;37.73;2023-08-08
16039;5372;Telefone Fixo Ilimitado;24.65;2024-06-02
16040;5372;Telefone Fixo Ilimitado;28.05;2023-11-08
16041;5372;Cloud;265.53;2022-08-20
16042;5372;Pacote Mobile Empresarial;17.33;2023-02-09
16043;5373;Pacote Integrado (TV, Internet, Telefone);86.62;2024-12-09
16044;5373;Pacote Integrado (TV, Internet, Telefone);92.01;2023-02-28
16045;5373;Cloud;243.67;2023-10-20
16046;5373;Internet 100 Mbps;40.12;2023-03-14
16047;5374;Internet 200 Mbps;61.46;2023-01-06
16048;5375;Net segura;231.56;2022-12-10
16049;5375;Cloud;287.09;2024-11-18
16050;5376;Pacote Integrado (TV, Internet, Telefone);98.24;2022-06-28
16051;5376;Pacote TV HD;32.69;2023-12-04
16052;5376;Pacote Mobile Empresarial;26.44;2023-02-14
16053;5377;Net segura;219.6;2025-02-08
16054;5377;Internet 100 Mbps;44.87;2024-02-02
16055;5378;Internet 100 Mbps;36.91;2023-08-01
16056;5378;Cloud;202.14;2024-06-11
16057;5378;Pacote Mobile Empresarial;25.18;2022-03-05
16058;5378;Pacote Mobile Empresarial;17.01;2024-09-27
16059;5378;Internet 100 Mbps;40.63;2024-12-28
16060;5379;Pacote Integrado (TV, Internet, Telefone);118.07;2022-02-18
16061;5380;Net segura;152.53;2023-07-02
16062;5380;Internet 100 Mbps;48.87;2022-10-30
16063;5381;Telefone Fixo Ilimitado;24.92;2023-03-04
16064;5382;Cloud;449.98;2023-07-16
16065;5382;Internet 200 Mbps;63.5;2025-01-25
16066;5382;Telefone Fixo Ilimitado;28.9;2024-12-14
16067;5382;Pacote Integrado (TV, Internet, Telefone);138.29;2023-10-09
16068;5382;Pacote TV HD;27.17;2023-01-22
16069;5383;Pacote Integrado (TV, Internet, Telefone);84.7;2022-12-25
16070;5383;Telefone Fixo Ilimitado;28.69;2022-09-14
16071;5383;Pacote Mobile Empresarial;22.3;2023-05-03
16072;5383;Net segura;108.2;2022-09-14
16073;5383;Internet 100 Mbps;34.33;2022-02-09
16074;5384;Telefone Fixo Ilimitado;27.07;2024-07-09
16075;5384;Pacote TV HD;27.89;2024-08-02
16076;5384;Net segura;204.31;2024-04-21
16077;5384;Internet 100 Mbps;32.1;2024-07-15
16078;5385;Pacote TV HD;36.37;2024-09-29
16079;5385;Pacote Integrado (TV, Internet, Telefone);98.73;2023-07-13
16080;5385;Internet 100 Mbps;44.15;2022-05-17
16081;5385;Telefone Fixo Ilimitado;26.45;2023-01-16
16082;5386;Internet 100 Mbps;39.36;2022-09-02
16083;5386;Pacote Integrado (TV, Internet, Telefone);140.97;2024-08-31
16084;5386;Internet 200 Mbps;62.56;2023-09-17
16085;5387;Net segura;233.73;2022-09-28
16086;5387;Cloud;387.99;2025-01-03
16087;5387;Internet 200 Mbps;56.11;2023-02-02
16088;5387;Telefone Fixo Ilimitado;29.32;2023-11-09
16089;5388;Pacote TV HD;25.31;2023-09-02
16090;5389;Net segura;241.26;2023-01-04
16091;5389;Cloud;362.0;2023-01-22
16092;5389;Telefone Fixo Ilimitado;22.63;2023-05-04
16093;5390;Internet 100 Mbps;48.6;2025-01-09
16094;5391;Internet 200 Mbps;50.75;2022-04-17
16095;5391;Pacote Integrado (TV, Internet, Telefone);81.54;2022-11-25
16096;5392;Net segura;122.01;2023-07-29
16097;5392;Net segura;261.01;2023-04-10
16098;5392;Pacote Mobile Empresarial;20.64;2022-11-14
16099;5392;Pacote Mobile Empresarial;21.58;2023-04-10
16100;5392;Telefone Fixo Ilimitado;24.09;2023-07-28
16101;5393;Net segura;247.05;2024-05-24
16102;5393;Net segura;243.1;2025-01-22
16103;5393;Telefone Fixo Ilimitado;23.06;2023-03-26
16104;5393;Net segura;184.18;2024-09-30
16105;5393;Internet 100 Mbps;42.63;2024-05-25
16106;5394;Net segura;243.86;2022-04-29
16107;5394;Internet 200 Mbps;68.24;2023-12-10
16108;5394;Telefone Fixo Ilimitado;21.25;2023-06-13
16109;5394;Pacote Mobile Empresarial;16.73;2025-01-21
16110;5395;Telefone Fixo Ilimitado;27.09;2024-02-06
16111;5395;Internet 200 Mbps;63.08;2023-04-11
16112;5395;Pacote Mobile Empresarial;25.24;2024-04-07
16113;5395;Pacote Integrado (TV, Internet, Telefone);144.09;2022-09-11
16114;5395;Pacote TV HD;37.22;2025-02-04
16115;5396;Pacote TV HD;31.58;2024-08-26
16116;5397;Telefone Fixo Ilimitado;23.97;2024-06-01
16117;5398;Pacote Integrado (TV, Internet, Telefone);132.17;2022-08-09
16118;5399;Net segura;242.54;2022-02-07
16119;5399;Cloud;451.05;2024-02-12
16120;5400;Cloud;217.95;2024-03-10
16121;5400;Internet 100 Mbps;38.2;2024-10-14
16122;5400;Pacote TV HD;37.83;2023-05-09
16123;5401;Telefone Fixo Ilimitado;25.54;2023-11-13
16124;5401;Internet 100 Mbps;36.74;2022-03-08
16125;5401;Pacote Integrado (TV, Internet, Telefone);90.13;2024-04-15
16126;5401;Telefone Fixo Ilimitado;24.41;2024-11-21
16127;5401;Internet 100 Mbps;43.72;2024-09-19
16128;5402;Pacote Integrado (TV, Internet, Telefone);129.62;2022-12-17
16129;5402;Pacote Mobile Empresarial;19.63;2024-05-06
16130;5402;Internet 100 Mbps;35.86;2022-03-10
16131;5403;Telefone Fixo Ilimitado;28.72;2022-10-14
16132;5404;Cloud;315.49;2025-01-28
16133;5404;Pacote Mobile Empresarial;20.61;2022-10-25
16134;5405;Pacote TV HD;34.32;2022-04-24
16135;5405;Telefone Fixo Ilimitado;25.89;2022-01-24
16136;5406;Net segura;118.33;2022-10-22
16137;5407;Cloud;354.74;2022-05-20
16138;5407;Internet 100 Mbps;31.36;2023-04-26
16139;5407;Internet 100 Mbps;32.42;2023-06-30
16140;5407;Pacote Integrado (TV, Internet, Telefone);92.99;2022-11-25
16141;5408;Internet 200 Mbps;56.97;2024-11-12
16142;5408;Cloud;222.36;2023-07-20
16143;5408;Net segura;217.07;2022-03-27
16144;5408;Internet 100 Mbps;34.39;2023-03-25
16145;5408;Net segura;268.31;2023-11-28
16146;5409;Pacote Mobile Empresarial;26.45;2022-01-30
16147;5410;Net segura;155.16;2023-12-17
16148;5410;Pacote TV HD;39.43;2022-01-07
16149;5410;Telefone Fixo Ilimitado;26.73;2023-04-06
16150;5411;Pacote Integrado (TV, Internet, Telefone);81.14;2024-08-12
16151;5411;Pacote Integrado (TV, Internet, Telefone);104.44;2022-01-10
16152;5411;Pacote Mobile Empresarial;18.06;2024-03-01
16153;5411;Net segura;162.5;2024-11-11
16154;5411;Internet 100 Mbps;48.08;2022-12-29
16155;5412;Telefone Fixo Ilimitado;23.23;2024-02-09
16156;5412;Internet 200 Mbps;66.73;2023-11-07
16157;5412;Pacote TV HD;27.32;2023-06-10
16158;5412;Internet 200 Mbps;50.27;2022-04-23
16159;5413;Pacote Mobile Empresarial;27.68;2023-12-01
16160;5413;Pacote Integrado (TV, Internet, Telefone);146.71;2022-07-29
16161;5413;Internet 200 Mbps;58.41;2022-05-07
16162;5413;Pacote TV HD;36.34;2023-07-19
16163;5414;Net segura;215.68;2024-08-31
16164;5414;Pacote Integrado (TV, Internet, Telefone);126.07;2024-02-29
16165;5415;Internet 100 Mbps;38.88;2025-01-27
16166;5416;Net segura;282.25;2023-09-21
16167;5417;Pacote TV HD;34.58;2024-12-26
16168;5417;Pacote Integrado (TV, Internet, Telefone);131.57;2024-07-25
16169;5417;Internet 100 Mbps;36.31;2022-01-22
16170;5418;Pacote TV HD;31.97;2022-07-12
16171;5418;Internet 200 Mbps;69.01;2024-02-08
16172;5419;Pacote TV HD;30.94;2022-09-22
16173;5419;Pacote TV HD;34.73;2022-09-23
16174;5420;Pacote TV HD;27.62;2024-12-17
16175;5421;Pacote Mobile Empresarial;28.2;2022-11-04
16176;5421;Telefone Fixo Ilimitado;22.43;2024-04-14
16177;5421;Net segura;139.62;2023-06-01
16178;5421;Telefone Fixo Ilimitado;23.85;2022-10-19
16179;5421;Pacote Mobile Empresarial;17.34;2024-12-26
16180;5422;Pacote Integrado (TV, Internet, Telefone);88.17;2023-05-31
16181;5422;Pacote TV HD;34.14;2022-06-30
16182;5422;Cloud;313.21;2023-08-29
16183;5423;Pacote Integrado (TV, Internet, Telefone);80.22;2024-01-15
16184;5424;Internet 100 Mbps;47.9;2023-10-05
16185;5424;Internet 100 Mbps;42.57;2022-05-04
16186;5425;Net segura;181.04;2022-10-13
16187;5425;Internet 200 Mbps;58.3;2023-01-07
16188;5426;Pacote Mobile Empresarial;26.8;2023-03-22
16189;5426;Pacote Mobile Empresarial;18.51;2023-04-11
16190;5426;Telefone Fixo Ilimitado;23.45;2022-08-02
16191;5426;Pacote Mobile Empresarial;15.12;2022-06-10
16192;5426;Internet 200 Mbps;61.45;2024-06-12
16193;5427;Pacote TV HD;25.15;2023-01-02
16194;5427;Cloud;459.2;2024-01-20
16195;5427;Pacote Mobile Empresarial;18.97;2025-01-08
16196;5427;Cloud;298.99;2022-07-29
16197;5427;Cloud;458.05;2024-10-16
16198;5428;Telefone Fixo Ilimitado;22.27;2022-05-14
16199;5428;Internet 100 Mbps;48.61;2025-01-05
16200;5428;Pacote TV HD;26.33;2024-02-24
16201;5428;Telefone Fixo Ilimitado;20.28;2023-09-02
16202;5428;Pacote Integrado (TV, Internet, Telefone);145.16;2023-11-14
16203;5429;Pacote Integrado (TV, Internet, Telefone);137.39;2023-10-14
16204;5429;Pacote Mobile Empresarial;22.13;2022-02-05
16205;5429;Internet 200 Mbps;68.25;2022-09-13
16206;5429;Pacote Mobile Empresarial;26.82;2024-06-14
16207;5430;Internet 100 Mbps;39.63;2023-08-09
16208;5430;Internet 200 Mbps;67.84;2024-02-21
16209;5431;Internet 200 Mbps;57.56;2022-04-27
16210;5431;Telefone Fixo Ilimitado;25.01;2023-04-16
16211;5431;Net segura;160.6;2023-10-15
16212;5431;Net segura;203.66;2022-05-05
16213;5432;Internet 100 Mbps;43.96;2022-11-20
16214;5432;Pacote Mobile Empresarial;20.77;2024-11-20
16215;5432;Net segura;240.62;2022-10-29
16216;5432;Telefone Fixo Ilimitado;25.66;2024-04-02
16217;5433;Pacote TV HD;37.71;2023-04-02
16218;5433;Cloud;434.46;2024-09-15
16219;5433;Pacote TV HD;29.0;2023-06-16
16220;5433;Pacote Integrado (TV, Internet, Telefone);128.13;2023-07-19
16221;5434;Pacote TV HD;39.13;2022-12-19
16222;5434;Cloud;346.79;2023-10-25
16223;5435;Telefone Fixo Ilimitado;22.82;2023-03-09
16224;5435;Pacote Mobile Empresarial;27.48;2022-12-06
16225;5436;Pacote TV HD;30.16;2023-12-10
16226;5436;Cloud;420.83;2022-09-03
16227;5436;Net segura;186.25;2022-04-14
16228;5437;Telefone Fixo Ilimitado;26.62;2024-11-03
16229;5438;Telefone Fixo Ilimitado;27.47;2022-02-14
16230;5439;Pacote Integrado (TV, Internet, Telefone);137.99;2024-02-19
